,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Drugs and supplies,MDA Kit material - quantity used every 2 round,x,(MDA kit material) NIDAs,current,Financial,100%,1,1.00,1.00,1.0,0.8,gamma,16,0.0625,0.3,1.00,,"5,000",1,"5,000",0.07,"5,350.00","5,000.00","5,000.00",131.58,,"5,000",1,"5,000",0.05,"5,250.00","5,000.00","4,990.29",131.32,,"5,000",1,"5,000",-0.09,"4,550.00","5,000.00","4,976.91",130.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Drugs and supplies,MDA Kit material - quantity used every 2 round,x,(MDA kit material) Coartem,current,Financial,100%,105,104.88,104.88,1.0,106.8,gamma,16,6.555,26.2,104.88,,"20,000",1,"20,000",0.05,"21,000.00","20,000.00","2,097,600.00","55,200.00",,"20,000",1,"20,000",-0.10,"18,000.00","20,000.00","2,093,526.99","55,092.82",,"20,000",1,"20,000",-0.01,"19,800.00","20,000.00","2,087,911.77","54,945.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Drugs and supplies,MDA Kit material - quantity used every 2 round,x,(MDA kit material) Toolboxes,current,Financial,100%,"1,708","1,707.87","1,707.87",1.0,"1,573.6",gamma,16,106.741573033708,427.0,"1,707.87",,210,1,210,-0.09,191.10,210.00,"358,651.69","9,438.20",,210,1,210,0.04,218.40,210.00,"357,955.27","9,419.88",,210,1,210,0.10,231.00,210.00,"356,995.17","9,394.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Training and supervision,Fieldworkers and supervisors training for 2 weeks,x,Fieldworkers training,current,Financial,100%,"456,000","456,000.00","456,000.00",1.0,"598,434.8",gamma,16,28500,"114,000.0","456,000.00",,1,1,1,-0.10,0.90,1.00,"456,000.00","12,000.00",,1,1,1,-0.07,0.93,1.00,"455,114.56","11,976.70",,1,1,1,-0.07,0.93,1.00,"453,893.86","11,944.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,IC copies ,current,Financial,100%,1,0.57,0.57,1.0,0.4,gamma,16,0.035492654508612,0.1,0.57,,"200,000",1,"200,000",0.01,"202,000.00","200,000.00","113,576.49","2,988.86",,"200,000",1,"200,000",-0.08,"184,000.00","200,000.00","113,355.96","2,983.05",,"200,000",1,"200,000",-0.08,"184,000.00","200,000.00","113,051.92","2,975.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,Pens,current,Financial,100%,6,5.78,5.78,1.0,6.3,gamma,16,0.360942249240122,1.4,5.78,,"1,000",1,"1,000",0.04,"1,040.00","1,000.00","5,775.08",151.98,,"1,000",1,"1,000",-0.07,930.00,"1,000.00","5,763.86",151.68,,"1,000",1,"1,000",-0.08,920.00,"1,000.00","5,748.40",151.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,Notebooks,current,Financial,100%,17,17.33,17.33,1.0,22.8,gamma,16,1.08282674772036,4.3,17.33,,400,1,400,-0.01,396.00,400.00,"6,930.09",182.37,,400,1,400,-0.07,372.00,400.00,"6,916.63",182.02,,400,1,400,-0.06,376.00,400.00,"6,898.08",181.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,Stapplers and staples,current,Financial,100%,29,28.88,28.88,1.0,24.5,gamma,16,1.80471124620061,7.2,28.88,,400,1,400,0.04,416.00,400.00,"11,550.15",303.95,,400,1,400,0.02,408.00,400.00,"11,527.72",303.36,,400,1,400,0.01,404.00,400.00,"11,496.81",302.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,Scissors,current,Financial,100%,116,115.50,115.50,1.0,97.0,gamma,16,7.21884498480243,28.9,115.50,,400,1,400,0.04,416.00,400.00,"46,200.61","1,215.81",,400,1,400,-0.06,376.00,400.00,"46,110.90","1,213.44",,400,1,400,0.01,404.00,400.00,"45,987.22","1,210.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,Archive Folders,current,Financial,100%,69,69.30,69.30,1.0,76.4,gamma,16,4.33130699088146,17.3,69.30,,400,1,400,0.10,440.00,400.00,"27,720.36",729.48,,400,1,400,0.10,440.00,400.00,"27,666.54",728.07,,400,1,400,0.09,436.00,400.00,"27,592.33",726.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,A4 Paper Blocks ,current,Financial,100%,462,462.01,462.01,1.0,399.4,gamma,16,28.8753799392097,115.5,462.01,,50,1,50,-0.06,47.00,50.00,"23,100.30",607.90,,50,1,50,0.08,54.00,50.00,"23,055.45",606.72,,50,1,50,-0.07,46.50,50.00,"22,993.61",605.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,Markers ,current,Financial,100%,12,11.55,11.55,1.0,12.8,gamma,16,0.721884498480243,2.9,11.55,,50,1,50,0.10,55.00,50.00,577.51,15.20,,50,1,50,-0.05,47.50,50.00,576.39,15.17,,50,1,50,0.02,51.00,50.00,574.84,15.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,Bind Boards ,current,Financial,100%,58,57.75,57.75,1.0,78.9,gamma,16,3.60942249240122,14.4,57.75,,400,1,400,-0.06,376.00,400.00,"23,100.30",607.90,,400,1,400,-0.06,376.00,400.00,"23,055.45",606.72,,400,1,400,0.07,428.00,400.00,"22,993.61",605.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,Finger Prick Sponges and Ink ,current,Financial,100%,1,1.00,1.00,1.0,1.0,gamma,16,0.0625,0.3,1.00,,400,1,400,-0.05,380.00,400.00,400.00,10.53,,400,1,400,0.05,420.00,400.00,399.22,10.51,,400,1,400,0.07,428.00,400.00,398.15,10.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,Tape ,current,Financial,100%,1,1.00,1.00,1.0,0.8,gamma,16,0.0625,0.3,1.00,,10,1,10,-0.04,9.60,10.00,10.00,0.26,,10,1,10,-0.09,9.10,10.00,9.98,0.26,,10,1,10,-0.05,9.50,10.00,9.95,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,T-Shirts ,current,Financial,100%,107,106.84,106.84,1.0,129.2,gamma,16,6.67743161094225,26.7,106.84,,"1,000",1,"1,000",-0.08,920.00,"1,000.00","106,838.91","2,811.55",,"1,000",1,"1,000",-0.01,990.00,"1,000.00","106,631.45","2,806.09",,"1,000",1,"1,000",-0.01,990.00,"1,000.00","106,345.45","2,798.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,Caps,current,Financial,100%,49,49.09,49.09,1.0,51.9,gamma,16,3.06800911854103,12.3,49.09,,500,1,500,-0.07,465.00,500.00,"24,544.07",645.90,,500,1,500,-0.08,460.00,500.00,"24,496.41",644.64,,500,1,500,0.00,500.00,500.00,"24,430.71",642.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,Backpacks,current,Financial,100%,549,548.63,548.63,1.0,641.4,gamma,16,34.2895136778116,137.2,548.63,,210,1,210,-0.09,191.10,210.00,"115,212.77","3,031.91",,210,1,210,0.05,220.50,210.00,"114,989.05","3,026.03",,210,1,210,-0.10,189.00,210.00,"114,680.63","3,017.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,Raincoats,current,Financial,100%,163,163.43,163.43,1.0,184.8,gamma,16,10.2146656534954,40.9,163.43,,420,1,420,-0.07,390.60,420.00,"68,642.55","1,806.38",,420,1,420,0.00,420.00,420.00,"68,509.27","1,802.88",,420,1,420,0.09,457.80,420.00,"68,325.51","1,798.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Office material,Office material for 2 rounds,x,Archive Plastic Boxes ,current,Financial,100%,116,115.50,115.50,1.0,166.0,gamma,16,7.21884498480243,28.9,115.50,,10,1,10,0.05,10.50,10.00,"1,155.02",30.40,,10,1,10,0.02,10.20,10.00,"1,152.77",30.34,,10,1,10,0.08,10.80,10.00,"1,149.68",30.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Transport,400 km day/car during 30 days,x,Fuel (the unit cost already includes maintenance),current,Financial,100%,18,18.24,18.24,1.0,22.0,gamma,16,1.14,4.6,18.24,,8000,30,"240,000",-0.05,"7,600.00","240,000.00","4,377,600.00","115,200.00",,"8,000",30,"240,000",-0.09,"7,280.00","240,000.00","4,369,099.81","114,976.31",,"8,000",30,"240,000",0.02,"8,160.00","240,000.00","4,357,381.09","114,667.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Transport,31% drug cost,x,DHA transport cost,current,Financial,100%,"868,300","868,300.00","868,300.00",1.0,"1,130,026.6",gamma,16,54268.75,"217,075.0","868,300.00",,1,1,1,-0.05,0.95,1.00,"868,300.00","22,850.00",,1,1,1,-0.06,0.94,1.00,"866,613.98","22,805.63",,1,1,1,0.01,1.01,1.00,"864,289.57","22,744.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Transport,20 motorbikes bought for supervisors,x,Compra motorizada,capital,Financial,100%,"95,000","95,000.00","95,000.00",6.0,"96,976.6",gamma,16,5937.5,"23,750.0","95,000.00",,20,1,20,-0.07,18.60,20.00,"316,666.67","8,333.33",,20,1,20,-0.06,18.80,20.00,"316,051.78","8,317.15",,20,1,20,0.00,20.00,20.00,"315,204.07","8,294.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,Transport,20 cars rented for 30 days,x,Car rent,current,Financial,100%,"9,500","9,500.00","9,500.00",1.0,"15,013.3",gamma,16,593.75,"2,375.0","9,500.00",,20,30,600,0.09,21.80,600.00,"5,700,000.00","150,000.00",,20,30,600,0.08,21.60,600.00,"5,688,932.04","149,708.74",,20,30,600,-0.02,19.60,600.00,"5,673,673.30","149,307.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,IT,,x,Tablets,capital,Financial,100%,"8,813","8,813.45","8,813.45",5.0,"6,056.2",gamma,16,550.840850515464,"2,203.4","8,813.45",,200,1,200,-0.01,198.00,200.00,"352,538.14","9,277.32",,200,1,200,-0.10,180.00,200.00,"351,853.60","9,259.31",,200,1,200,-0.07,186.00,200.00,"350,909.87","9,234.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,IT,,x,Powerbancks,capital,Financial,100%,"3,036","3,036.20","3,036.20",5.0,"3,338.2",gamma,16,189.7625,759.1,"3,036.20",,50,1,50,-0.05,47.50,50.00,"30,362.00",799.00,,50,1,50,-0.10,45.00,50.00,"30,303.04",797.45,,50,1,50,-0.05,47.50,50.00,"30,221.77",795.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,IT,,x,Phone credit,current,Financial,100%,600,600.00,600.00,1.0,558.3,gamma,16,37.5,150.0,600.00,,20,4,80,-0.08,18.40,80.00,"48,000.00","1,263.16",,20,4,80,-0.07,18.60,80.00,"47,906.80","1,260.71",,20,4,80,0.10,22.00,80.00,"47,778.30","1,257.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,IT,,x,computers,capital,Financial,100%,"95,000","95,000.00","95,000.00",8.0,"73,042.4",gamma,16,5937.5,"23,750.0","95,000.00",,2,1,2,0.05,2.10,2.00,"23,750.00",625.00,,2,1,2,0.03,2.06,2.00,"23,703.88",623.79,,2,1,2,-0.10,1.80,2.00,"23,640.31",622.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MDA,IT,,x,Funda tablet,capital,Financial,100%,490,489.82,489.82,5.0,378.9,gamma,16,30.61375,122.5,489.82,,200,1,200,-0.02,196.00,200.00,"19,592.80",515.60,,200,1,200,0.06,212.00,200.00,"19,554.76",514.60,,200,1,200,0.02,204.00,200.00,"19,502.31",513.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Personnel,19 fieldworkers (7 in Magude and 2 and 1 in the other US),,Field workers,current,Financial,80%,"10,974","10,974.00","10,974.00",1.0,"10,191.7",gamma,16,685.875,"2,743.5","10,974.00",,0,1,0,-0.08,0.00,0.00,0.00,0.00,,0,1,0,0.06,0.00,0.00,0.00,0.00,,19,13,198,-0.04,18.24,197.60,"2,158,446.88","56,801.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Personnel,Health personnel already in the US which are paid a subsidy. Let's assume 10% of their time goes on this. 9 in total (1 per health facility),,Focal point US,current,Non-financial,20%,"2,500","2,500.00","2,500.00",1.0,"2,372.9",gamma,16,156.25,625.0,"2,500.00",,0,1,0,-0.01,0.00,0.00,0.00,0.00,,0,1,0,0.05,0.00,0.00,0.00,0.00,,9,13,23,-0.05,8.55,23.40,"58,229.80","1,532.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Personnel,there are a total of 27 APEs in Magude. See criteria allocation,,APEs,current,Non-financial,20%,"1,500","1,500.00","1,500.00",1.0,"1,632.5",gamma,16,93.75,375.0,"1,500.00",,0,1,0,-0.06,0.00,0.00,0.00,0.00,,0,1,0,0.00,0.00,0.00,0.00,0.00,,27,13,70,-0.06,25.38,70.20,"104,813.65","2,758.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Personnel,4 (and they go around),,Drivers,current,Financial,100%,"15,520","15,520.00","15,520.00",1.0,"10,788.9",gamma,16,970,"3,880.0","15,520.00",,0,1,0,-0.07,0.00,0.00,0.00,0.00,,0,1,0,0.10,0.00,0.00,0.00,0.00,,4,13,52,0.05,4.20,52.00,"803,312.51","21,139.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Infrastructure,"When expanding, we could be using the US facilities. But in Magude, our base was the office. So we are assuming a rental similar to the one in Magude",x,Magude office ,current,Financial,100%,"38,667","38,666.67","38,666.67",1.0,"32,120.7",gamma,16,2416.66666666667,"9,666.7","38,666.67",,0,1,0,0.04,0.00,0.00,0.00,0.00,,0,1,0,0.04,0.00,0.00,0.00,0.00,,1,12,12,0.07,1.07,12.00,"461,856.91","12,154.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Infrastructure,"Electricity, internet, cleaning. 25% of capital costs (internet especially expensive)",x,Operating and maintenance costs office,current,Financial,100%,"3,867","3,866.67","3,866.67",1.0,"4,575.9",gamma,16,241.666666666667,966.7,"3,866.67",,0,1,0,0.10,0.00,0.00,0.00,0.00,,0,1,0,-0.04,0.00,0.00,0.00,0.00,,1,12,12,0.08,1.08,12.00,"46,185.69","1,215.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Infrastructure,"When expanding, we would be using district - based warehouse",x,Warehouse Magude,current,Financial,100%,"81,395","81,395.00","81,395.00",1.0,"57,622.0",gamma,16,5087.1875,"20,348.8","81,395.00",,0,1,0,0.00,0.00,0.00,0.00,0.00,,0,1,0,-0.01,0.00,0.00,0.00,0.00,,1,12,12,-0.05,0.95,12.00,"972,228.71","25,584.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Infrastructure,25% of capital cost,x,Warehouse operating and maintenance costs,current,Financial,100%,"28,488","28,488.25","28,488.25",1.0,"21,857.6",gamma,16,1780.515625,"7,122.1","28,488.25",,0,1,0,0.03,0.00,0.00,0.00,0.00,,0,1,0,-0.05,0.00,0.00,0.00,0.00,,1,12,12,-0.01,0.99,12.00,"340,280.05","8,954.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Equipment,Warehouse equipment. Should be evaluated whether if the district warehouse is equipped or not,x,(Warehouse equipment) Aircon installation,capital,Financial,100%,"200,000","200,000.00","200,000.00",1.0,"382,004.2",gamma,16,12500,"50,000.0","200,000.00",,0,1,0,0.03,0.00,0.00,0.00,0.00,,0,1,0,0.09,0.00,0.00,0.00,0.00,,1,1,1,0.06,1.06,1.00,"199,076.26","5,238.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Equipment,Warehouse equipment. Should be evaluated whether if the district warehouse is equipped or not,x,(Warehouse equipment) Generator,capital,Financial,100%,"390,000","390,000.00","390,000.00",1.0,"409,883.2",gamma,16,24375,"97,500.0","390,000.00",,0,1,0,-0.09,0.00,0.00,0.00,0.00,,0,1,0,-0.10,0.00,0.00,0.00,0.00,,1,1,1,-0.02,0.98,1.00,"388,198.70","10,215.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Equipment,Warehouse equipment. Should be evaluated whether if the district warehouse is equipped or not,x,"(Warehouse equipment) Basic equipment for keeping material  - folders, loans",capital,Financial,100%,"380,000","380,000.00","380,000.00",1.0,"379,643.1",gamma,16,23750,"95,000.0","380,000.00",,0,1,0,0.03,0.00,0.00,0.00,0.00,,0,1,0,-0.02,0.00,0.00,0.00,0.00,,1,1,1,-0.07,0.93,1.00,"378,244.89","9,953.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Equipment,Warehouse equipment. Should be evaluated whether if the district warehouse is equipped or not,x,(Warehouse equipment) Basic furniture,capital,Financial,100%,"304,000","304,000.00","304,000.00",1.0,"274,309.0",gamma,16,19000,"76,000.0","304,000.00",,0,1,0,0.10,0.00,0.00,0.00,0.00,,0,1,0,0.06,0.00,0.00,0.00,0.00,,1,1,1,0.08,1.08,1.00,"302,595.91","7,963.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,REACT,Drugs and supplies,Drugs effectively used,x,Cost per package (2 package per person per round) =6m-<2,current,Financial,100%,19,19.00,19.00,1.0,23.5,gamma,16,1.1875,4.8,19.00,,0,1,0,0.03,0.00,0.00,0.00,0.00,,0,1,0,0.07,0.00,0.00,0.00,0.00,,0,1,0,-0.06,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
